Date,Month,Quarter,Year,Factory,Machine_ID,Shift,Operator_ID,Product_Type,Units_Target,Units_Produced,Good_Units,Defective_Units,Defect_Rate_%,Defect_Type,Downtime_Minutes,Temperature_C,Pressure_Bar,Production_Cost_PKR,Scrap_Cost_PKR,Efficiency_%
2023-08-27,August,Q3,2023,Factory-Lahore,M-101,Evening,OP-010,Gear Box,180,168,160,8,4.76,Dimensional Error,17,77.3,5.27,185845.38,3539.91,88.9
2023-12-03,December,Q4,2023,Factory-Lahore,M-101,Evening,OP-014,Gear Box,396,297,281,16,5.39,Surface Crack,21,71.2,5.54,481233.86,10370.02,71.0
2023-06-01,June,Q2,2023,Factory-Islamabad,M-101,Evening,OP-013,Gear Box,237,212,206,6,2.83,Surface Crack,37,92.8,5.41,249283.47,2822.08,86.9
2024-09-02,September,Q3,2024,Factory-Lahore,M-102,Morning,OP-015,Transmission Kit,498,379,357,22,5.8,Dimensional Error,5,116.5,2.81,302224.74,7017.36,71.7
2023-01-03,January,Q1,2023,Factory-Karachi,M-104,Evening,OP-009,Gear Box,292,269,248,21,7.81,Dimensional Error,38,69.6,2.75,313493.11,9789.38,84.9
2023-10-11,October,Q4,2023,Factory-Islamabad,M-105,Morning,OP-002,Brake Disc,479,416,393,23,5.53,Assembly Fault,13,63.7,5.46,592248.11,13097.79,82.0
2023-05-29,May,Q2,2023,Factory-Islamabad,M-101,Night,OP-020,Brake Disc,215,169,159,10,5.92,Surface Crack,83,70.8,5.38,125076.56,2960.39,74.0
2023-05-14,May,Q2,2023,Factory-Islamabad,M-104,Morning,OP-002,Fuel Pump,252,262,246,16,6.11,Material Defect,18,63.6,5.24,413380.84,10097.85,97.6
2024-07-07,July,Q3,2024,Factory-Lahore,M-104,Night,OP-015,Fuel Pump,185,169,161,8,4.73,Assembly Fault,46,95.3,2.69,274350.86,5194.81,87.0
2023-09-14,September,Q3,2023,Factory-Islamabad,M-101,Evening,OP-018,Engine Part A,322,270,264,6,2.22,Surface Crack,41,119.6,4.89,477827.45,4247.36,82.0
2023-06-28,June,Q2,2023,Factory-Islamabad,M-102,Morning,OP-004,Engine Part A,389,403,366,37,9.18,Assembly Fault,24,62.8,2.34,248502.49,9126.15,94.1
2023-04-23,April,Q2,2023,Factory-Karachi,M-103,Morning,OP-009,Engine Part A,377,347,314,33,9.51,Dimensional Error,12,70.4,2.21,671680.14,25550.94,83.3
2024-11-07,November,Q4,2024,Factory-Lahore,M-102,Morning,OP-008,Engine Part A,283,217,208,9,4.15,Surface Crack,16,114.4,5.12,220489.08,3657.88,73.5
2023-01-27,January,Q1,2023,Factory-Karachi,M-101,Night,OP-010,Brake Disc,268,265,250,15,5.66,Assembly Fault,24,73.6,3.32,332956.72,7538.64,93.3
2023-05-15,May,Q2,2023,Factory-Lahore,M-102,Night,OP-007,Brake Disc,183,153,146,7,4.58,Surface Crack,40,95.5,2.1,262818.59,4809.75,79.8
2023-01-16,January,Q1,2023,Factory-Lahore,M-103,Night,OP-005,Brake Disc,237,231,207,24,10.39,Assembly Fault,27,86.7,3.0,322860.93,13417.6,87.3
2024-01-02,January,Q1,2024,Factory-Lahore,M-105,Night,OP-004,Gear Box,173,142,137,5,3.52,Assembly Fault,45,64.5,3.57,196243.61,2763.99,79.2
2023-09-01,September,Q3,2023,Factory-Karachi,M-102,Morning,OP-006,Engine Part A,404,396,375,21,5.3,Surface Crack,7,94.0,5.56,401087.31,8507.91,92.8
2024-08-25,August,Q3,2024,Factory-Karachi,M-105,Morning,OP-015,Gear Box,138,132,129,3,2.27,Assembly Fault,16,73.9,3.3,252942.52,2299.48,93.5
2023-11-28,November,Q4,2023,Factory-Islamabad,M-104,Evening,OP-017,Gear Box,422,432,413,19,4.4,Material Defect,16,113.8,2.14,232462.34,4089.62,97.9
2023-01-17,January,Q1,2023,Factory-Lahore,M-101,Evening,OP-001,Brake Disc,392,363,342,21,5.79,Surface Crack,44,114.1,2.92,256329.86,5931.6,87.2
2023-06-28,June,Q2,2023,Factory-Lahore,M-102,Morning,OP-012,Engine Part B,453,371,350,21,5.66,Dimensional Error,5,79.1,2.72,586066.11,13269.42,77.3
2023-09-29,September,Q3,2023,Factory-Karachi,M-101,Night,OP-008,Engine Part B,441,442,420,22,4.98,Assembly Fault,76,89.1,4.16,643802.56,12817.79,95.2
2023-02-23,February,Q1,2023,Factory-Karachi,M-104,Night,OP-009,Gear Box,167,132,128,4,3.03,Assembly Fault,89,74.2,5.18,190399.95,2307.88,76.6
2023-05-10,May,Q2,2023,Factory-Islamabad,M-105,Morning,OP-001,Gear Box,254,249,240,9,3.61,Dimensional Error,6,85.9,4.35,434323.78,6279.38,94.5
2024-03-07,March,Q1,2024,Factory-Islamabad,M-102,Morning,OP-019,Gear Box,385,338,324,14,4.14,Assembly Fault,24,116.6,2.25,405905.86,6725.07,84.2
2024-06-22,June,Q2,2024,Factory-Islamabad,M-104,Evening,OP-011,Engine Part A,425,382,353,29,7.59,Assembly Fault,43,91.8,5.23,501271.4,15221.85,83.1
2023-04-27,April,Q2,2023,Factory-Lahore,M-104,Night,OP-013,Suspension Unit,188,142,134,8,5.63,Assembly Fault,70,88.9,4.46,236909.67,5338.81,71.3
2023-03-07,March,Q1,2023,Factory-Islamabad,M-103,Morning,OP-012,Fuel Pump,141,138,116,22,15.94,Surface Crack,22,69.5,2.33,141525.15,9024.79,82.3
2024-05-02,May,Q2,2024,Factory-Islamabad,M-105,Morning,OP-013,Fuel Pump,186,181,171,10,5.52,Assembly Fault,19,70.3,3.35,250408.72,5533.89,91.9
2024-04-04,April,Q2,2024,Factory-Lahore,M-102,Night,OP-006,Engine Part A,183,150,142,8,5.33,Surface Crack,56,94.2,2.29,77575.05,1654.93,77.6
2024-01-06,January,Q1,2024,Factory-Karachi,M-105,Night,OP-006,Transmission Kit,455,401,391,10,2.49,Surface Crack,71,60.0,5.63,736950.85,7351.13,85.9
2024-06-09,June,Q2,2024,Factory-Lahore,M-105,Evening,OP-006,Transmission Kit,134,119,116,3,2.52,Surface Crack,12,61.1,2.54,72864.5,734.77,86.6
2024-08-30,August,Q3,2024,Factory-Karachi,M-105,Morning,OP-007,Brake Disc,375,350,342,8,2.29,Dimensional Error,14,110.2,1.92,673559.8,6158.26,91.2
2023-04-22,April,Q2,2023,Factory-Karachi,M-104,Morning,OP-001,Engine Part A,370,293,276,17,5.8,Material Defect,6,79.2,2.76,195239.35,4531.15,74.6
2024-04-07,April,Q2,2024,Factory-Lahore,M-101,Evening,OP-013,Transmission Kit,244,198,188,10,5.05,Dimensional Error,32,60.6,4.08,166795.94,3369.62,77.0
2024-05-30,May,Q2,2024,Factory-Lahore,M-102,Evening,OP-015,Transmission Kit,317,300,272,28,9.33,Material Defect,17,72.3,5.4,239202.33,8930.22,85.8
2023-08-15,August,Q3,2023,Factory-Karachi,M-101,Morning,OP-003,Exhaust Pipe,322,270,251,19,7.04,Assembly Fault,27,65.9,3.07,499470.92,14059.18,78.0
2024-09-21,September,Q3,2024,Factory-Karachi,M-101,Night,OP-006,Brake Disc,337,300,280,20,6.67,Surface Crack,86,81.7,5.78,552433.02,14731.55,83.1
2023-02-14,February,Q1,2023,Factory-Karachi,M-104,Night,OP-020,Brake Disc,249,200,183,17,8.5,Assembly Fault,55,112.8,5.14,242014.44,8228.49,73.5
2024-11-05,November,Q4,2024,Factory-Lahore,M-101,Night,OP-003,Suspension Unit,353,330,313,17,5.15,Assembly Fault,42,78.0,2.32,601691.38,12398.49,88.7
2024-06-17,June,Q2,2024,Factory-Karachi,M-105,Morning,OP-009,Suspension Unit,495,410,390,20,4.88,Dimensional Error,10,73.1,3.05,685256.45,13370.86,78.8
2023-11-05,November,Q4,2023,Factory-Karachi,M-105,Evening,OP-019,Exhaust Pipe,489,513,500,13,2.53,Dimensional Error,28,106.4,3.16,429941.07,4358.08,102.2
2024-04-14,April,Q2,2024,Factory-Karachi,M-104,Night,OP-015,Engine Part A,188,152,144,8,5.26,Assembly Fault,54,63.8,1.55,294259.47,6194.94,76.6
2024-10-20,October,Q4,2024,Factory-Islamabad,M-102,Night,OP-011,Fuel Pump,346,336,318,18,5.36,Surface Crack,31,83.4,2.75,329928.69,7069.9,91.9
2023-02-01,February,Q1,2023,Factory-Karachi,M-101,Night,OP-018,Brake Disc,139,115,110,5,4.35,Surface Crack,59,89.3,4.41,128322.5,2231.7,79.1
2023-03-04,March,Q1,2023,Factory-Islamabad,M-103,Morning,OP-017,Suspension Unit,234,194,161,33,17.01,Assembly Fault,17,103.7,1.87,315960.57,21498.35,68.8
2024-05-05,May,Q2,2024,Factory-Karachi,M-104,Evening,OP-005,Transmission Kit,447,452,418,34,7.52,Surface Crack,35,93.2,5.14,880050.11,26479.38,93.5
2024-02-16,February,Q1,2024,Factory-Islamabad,M-103,Night,OP-003,Exhaust Pipe,365,314,257,57,18.15,Dimensional Error,24,116.3,2.17,380903.01,27657.93,70.4
2024-03-12,March,Q1,2024,Factory-Islamabad,M-105,Morning,OP-010,Engine Part A,271,206,199,7,3.4,Material Defect,22,83.1,2.81,175982.06,2391.99,73.4
2024-12-03,December,Q4,2024,Factory-Lahore,M-104,Morning,OP-008,Fuel Pump,461,380,363,17,4.47,Material Defect,18,95.5,2.61,205418.37,3675.91,78.7
2023-04-21,April,Q2,2023,Factory-Lahore,M-104,Night,OP-013,Brake Disc,341,327,300,27,8.26,Material Defect,35,92.9,2.11,523966.27,17305.31,88.0
2024-05-17,May,Q2,2024,Factory-Lahore,M-104,Evening,OP-020,Exhaust Pipe,108,105,100,5,4.76,Surface Crack,42,85.9,2.48,172188.58,3279.78,92.6
2024-12-30,December,Q4,2024,Factory-Islamabad,M-104,Evening,OP-014,Brake Disc,204,171,158,13,7.6,Material Defect,42,101.6,5.41,214702.9,6528.98,77.5
2024-03-30,March,Q1,2024,Factory-Islamabad,M-104,Morning,OP-011,Fuel Pump,111,111,104,7,6.31,Surface Crack,23,68.3,5.23,171129.14,4316.77,93.7
2023-03-17,March,Q1,2023,Factory-Islamabad,M-103,Night,OP-003,Transmission Kit,379,382,301,81,21.2,Surface Crack,76,61.8,3.26,298047.3,25279.4,79.4
2023-03-24,March,Q1,2023,Factory-Islamabad,M-101,Evening,OP-001,Gear Box,342,276,258,18,6.52,Dimensional Error,21,106.0,3.79,392903.81,10249.66,75.4
2023-11-26,November,Q4,2023,Factory-Karachi,M-104,Morning,OP-011,Gear Box,493,399,368,31,7.77,Material Defect,19,65.4,4.82,751349.9,23350.22,74.6
2024-09-14,September,Q3,2024,Factory-Lahore,M-103,Night,OP-013,Exhaust Pipe,400,335,304,31,9.25,Surface Crack,88,101.2,4.49,656169.26,24288.06,76.0
2023-06-01,June,Q2,2023,Factory-Islamabad,M-102,Evening,OP-020,Exhaust Pipe,454,343,325,18,5.25,Surface Crack,36,87.0,5.97,479590.01,10067.2,71.6
2023-03-09,March,Q1,2023,Factory-Lahore,M-105,Evening,OP-001,Suspension Unit,288,238,228,10,4.2,Assembly Fault,20,117.5,2.72,319423.79,5368.47,79.2
2023-05-10,May,Q2,2023,Factory-Islamabad,M-102,Morning,OP-003,Gear Box,338,326,313,13,3.99,Material Defect,20,90.1,5.67,351932.3,5613.64,92.6
2023-10-09,October,Q4,2023,Factory-Islamabad,M-103,Night,OP-004,Brake Disc,275,279,228,51,18.28,Dimensional Error,26,66.2,4.43,245212.16,17929.49,82.9
2024-10-01,October,Q4,2024,Factory-Lahore,M-105,Morning,OP-007,Fuel Pump,329,323,316,7,2.17,Assembly Fault,6,116.2,5.9,361243.02,3131.52,96.0
2024-10-10,October,Q4,2024,Factory-Lahore,M-101,Evening,OP-001,Engine Part A,362,339,330,9,2.65,Material Defect,14,87.3,3.31,438339.95,4654.94,91.2
2024-08-22,August,Q3,2024,Factory-Karachi,M-105,Morning,OP-017,Exhaust Pipe,267,260,255,5,1.92,Assembly Fault,5,87.5,3.82,387310.72,2979.31,95.5
2024-07-15,July,Q3,2024,Factory-Islamabad,M-105,Morning,OP-009,Suspension Unit,145,112,108,4,3.57,Material Defect,18,116.2,4.58,176831.03,2526.16,74.5
2024-12-30,December,Q4,2024,Factory-Karachi,M-101,Morning,OP-013,Suspension Unit,167,126,123,3,2.38,Surface Crack,9,110.4,2.58,85688.86,816.08,73.7
2023-11-29,November,Q4,2023,Factory-Islamabad,M-102,Evening,OP-009,Brake Disc,243,201,190,11,5.47,Material Defect,34,97.8,2.33,176804.15,3870.34,78.2
2024-01-26,January,Q1,2024,Factory-Lahore,M-101,Morning,OP-010,Gear Box,438,450,436,14,3.11,Surface Crack,10,99.5,3.18,500279.75,6225.7,99.5
2024-09-03,September,Q3,2024,Factory-Lahore,M-105,Morning,OP-015,Gear Box,286,235,229,6,2.55,Surface Crack,13,94.2,3.32,405267.74,4138.9,80.1
2024-06-27,June,Q2,2024,Factory-Islamabad,M-102,Night,OP-015,Transmission Kit,100,78,72,6,7.69,Assembly Fault,51,82.5,2.1,128488.05,3953.48,72.0
2023-10-29,October,Q4,2023,Factory-Lahore,M-101,Evening,OP-014,Fuel Pump,230,207,202,5,2.42,Assembly Fault,44,108.9,5.05,345343.63,3336.65,87.8
2024-04-09,April,Q2,2024,Factory-Islamabad,M-101,Morning,OP-009,Transmission Kit,361,329,319,10,3.04,Assembly Fault,27,94.2,5.99,287267.84,3492.62,88.4
2024-06-01,June,Q2,2024,Factory-Karachi,M-103,Night,OP-005,Transmission Kit,201,208,181,27,12.98,Material Defect,24,82.9,5.13,292547.53,15189.97,90.0
2024-09-11,September,Q3,2024,Factory-Lahore,M-103,Night,OP-012,Engine Part B,397,334,255,79,23.65,Material Defect,42,68.1,1.73,295542.72,27961.53,64.2
2024-03-16,March,Q1,2024,Factory-Islamabad,M-102,Morning,OP-020,Transmission Kit,165,124,117,7,5.65,Material Defect,7,118.0,5.77,167870.45,3790.62,70.9
2023-04-12,April,Q2,2023,Factory-Karachi,M-102,Morning,OP-020,Fuel Pump,402,411,370,41,9.98,Dimensional Error,26,109.3,4.15,660006.58,26336.03,92.0
2024-12-19,December,Q4,2024,Factory-Karachi,M-102,Evening,OP-018,Suspension Unit,363,322,300,22,6.83,Surface Crack,21,82.3,5.01,166968.58,4563.12,82.6
2023-04-28,April,Q2,2023,Factory-Lahore,M-102,Evening,OP-017,Gear Box,228,232,211,21,9.05,Surface Crack,16,79.6,4.21,375620.41,13600.05,92.5
2024-11-01,November,Q4,2024,Factory-Lahore,M-102,Morning,OP-001,Transmission Kit,102,103,98,5,4.85,Material Defect,6,99.1,4.46,123560.4,2399.23,96.1
2024-10-28,October,Q4,2024,Factory-Karachi,M-102,Night,OP-008,Engine Part B,117,118,108,10,8.47,Material Defect,29,73.1,2.03,95130.17,3224.75,92.3
2024-07-18,July,Q3,2024,Factory-Lahore,M-103,Morning,OP-002,Suspension Unit,402,375,312,63,16.8,Dimensional Error,15,110.0,3.23,277370.01,18639.26,77.6
2023-08-09,August,Q3,2023,Factory-Islamabad,M-103,Morning,OP-005,Fuel Pump,128,115,100,15,13.04,Material Defect,12,61.9,5.7,228848.77,11939.94,78.1
2024-03-16,March,Q1,2024,Factory-Islamabad,M-105,Morning,OP-020,Exhaust Pipe,305,240,227,13,5.42,Assembly Fault,29,92.7,5.88,413923.58,8968.34,74.4
2024-04-07,April,Q2,2024,Factory-Lahore,M-104,Night,OP-003,Gear Box,342,324,310,14,4.32,Material Defect,20,86.9,3.34,210844.96,3644.23,90.6
2023-08-22,August,Q3,2023,Factory-Lahore,M-105,Evening,OP-010,Suspension Unit,103,86,82,4,4.65,Dimensional Error,29,89.4,2.04,64074.32,1192.08,79.6
2024-02-28,February,Q1,2024,Factory-Karachi,M-101,Night,OP-020,Brake Disc,261,262,255,7,2.67,Surface Crack,26,89.8,3.73,383448.89,4097.93,97.7
2023-12-14,December,Q4,2023,Factory-Lahore,M-104,Evening,OP-014,Engine Part A,144,140,130,10,7.14,Surface Crack,21,118.0,2.16,140040.45,4001.16,90.3
2024-04-09,April,Q2,2024,Factory-Lahore,M-105,Morning,OP-007,Suspension Unit,335,255,247,8,3.14,Material Defect,10,108.6,5.33,246269.65,3090.44,73.7
2024-02-13,February,Q1,2024,Factory-Karachi,M-103,Night,OP-016,Engine Part A,320,242,188,54,22.31,Surface Crack,88,85.0,2.08,202853.84,18105.96,58.8
2024-03-01,March,Q1,2024,Factory-Karachi,M-101,Night,OP-011,Suspension Unit,139,136,129,7,5.15,Assembly Fault,80,97.8,5.9,208364.48,4289.86,92.8
2023-04-08,April,Q2,2023,Factory-Islamabad,M-101,Evening,OP-006,Brake Disc,375,347,337,10,2.88,Surface Crack,32,83.0,5.87,192779.01,2222.24,89.9
2023-11-17,November,Q4,2023,Factory-Karachi,M-105,Evening,OP-012,Engine Part A,378,367,349,18,4.9,Material Defect,16,79.3,5.26,326944.9,6414.18,92.3
2024-03-13,March,Q1,2024,Factory-Karachi,M-103,Morning,OP-002,Engine Part B,431,386,319,67,17.36,Surface Crack,6,77.1,4.15,709618.96,49268.88,74.0
2023-11-17,November,Q4,2023,Factory-Lahore,M-103,Evening,OP-018,Exhaust Pipe,241,251,184,67,26.69,Dimensional Error,25,96.3,5.05,331043.28,35346.45,76.3
2024-11-12,November,Q4,2024,Factory-Islamabad,M-101,Night,OP-007,Engine Part A,401,346,325,21,6.07,Material Defect,25,74.3,3.17,598978.45,14541.67,81.0
2023-09-19,September,Q3,2023,Factory-Islamabad,M-103,Night,OP-015,Engine Part A,373,340,301,39,11.47,Material Defect,61,69.4,4.64,216176.94,9918.71,80.7
2024-01-19,January,Q1,2024,Factory-Islamabad,M-103,Night,OP-020,Transmission Kit,205,207,162,45,21.74,Dimensional Error,63,103.2,2.09,120730.82,10498.33,79.0
2023-06-06,June,Q2,2023,Factory-Karachi,M-105,Evening,OP-001,Exhaust Pipe,357,364,344,20,5.49,Material Defect,37,89.2,3.78,708865.18,15579.45,96.4
2024-12-04,December,Q4,2024,Factory-Lahore,M-101,Night,OP-004,Gear Box,406,389,378,11,2.83,Dimensional Error,56,111.9,1.85,311020.37,3517.97,93.1
2024-04-30,April,Q2,2024,Factory-Lahore,M-104,Evening,OP-011,Engine Part B,375,312,297,15,4.81,Surface Crack,13,80.6,5.1,268773.41,5168.72,79.2
2023-03-10,March,Q1,2023,Factory-Lahore,M-101,Night,OP-010,Transmission Kit,332,328,309,19,5.79,Material Defect,40,68.8,2.91,459504.89,10647.06,93.1
2023-04-04,April,Q2,2023,Factory-Karachi,M-101,Evening,OP-012,Suspension Unit,464,386,368,18,4.66,Dimensional Error,13,111.8,4.56,586089.81,10932.25,79.3
2023-03-29,March,Q1,2023,Factory-Lahore,M-102,Morning,OP-010,Suspension Unit,299,291,265,26,8.93,Material Defect,23,80.3,2.6,264358.65,9447.87,88.6
2023-04-06,April,Q2,2023,Factory-Karachi,M-104,Evening,OP-006,Gear Box,227,192,178,14,7.29,Dimensional Error,34,115.4,3.13,377152.23,11000.27,78.4
2024-03-18,March,Q1,2024,Factory-Lahore,M-104,Morning,OP-005,Exhaust Pipe,291,260,244,16,6.15,Surface Crack,19,60.4,5.58,331605.27,8162.59,83.8
2023-04-09,April,Q2,2023,Factory-Lahore,M-103,Morning,OP-002,Transmission Kit,302,262,218,44,16.79,Surface Crack,5,82.3,2.08,339644.42,22815.81,72.2
2024-01-17,January,Q1,2024,Factory-Islamabad,M-104,Evening,OP-018,Engine Part A,400,314,289,25,7.96,Dimensional Error,12,95.5,5.95,184648.76,5880.53,72.2
2023-05-14,May,Q2,2023,Factory-Lahore,M-101,Morning,OP-001,Fuel Pump,411,340,329,11,3.24,Material Defect,11,106.0,3.57,359223.99,4648.78,80.0
2024-07-23,July,Q3,2024,Factory-Lahore,M-105,Evening,OP-019,Brake Disc,432,430,405,25,5.81,Dimensional Error,12,63.0,4.72,492597.03,11455.74,93.8
2023-03-03,March,Q1,2023,Factory-Karachi,M-104,Evening,OP-011,Suspension Unit,231,229,209,20,8.73,Assembly Fault,18,62.6,2.79,305773.46,10682.04,90.5
2024-08-23,August,Q3,2024,Factory-Islamabad,M-103,Evening,OP-003,Brake Disc,163,149,119,30,20.13,Assembly Fault,17,103.1,4.18,152246.88,12261.49,73.0
2024-07-29,July,Q3,2024,Factory-Karachi,M-105,Morning,OP-011,Exhaust Pipe,303,316,308,8,2.53,Material Defect,10,95.8,4.59,228819.42,2317.16,101.7
2024-07-29,July,Q3,2024,Factory-Karachi,M-105,Evening,OP-014,Engine Part A,294,221,209,12,5.43,Material Defect,36,66.2,3.39,156757.43,3404.69,71.1
2023-12-04,December,Q4,2023,Factory-Karachi,M-101,Evening,OP-015,Engine Part A,427,340,325,15,4.41,Surface Crack,35,61.0,2.39,577886.27,10197.99,76.1
2024-11-17,November,Q4,2024,Factory-Lahore,M-103,Night,OP-003,Fuel Pump,291,301,238,63,20.93,Surface Crack,28,86.5,4.56,437115.99,36595.76,81.8
2023-05-06,May,Q2,2023,Factory-Karachi,M-104,Evening,OP-014,Engine Part B,127,108,102,6,5.56,Dimensional Error,13,82.4,2.31,102959.98,2288.0,80.3
2024-02-25,February,Q1,2024,Factory-Karachi,M-102,Night,OP-015,Fuel Pump,390,323,296,27,8.36,Assembly Fault,53,103.9,3.14,208532.27,6972.6,75.9
2023-12-29,December,Q4,2023,Factory-Karachi,M-104,Night,OP-015,Engine Part A,163,150,139,11,7.33,Assembly Fault,87,98.2,3.89,172813.63,5069.2,85.3
2024-11-12,November,Q4,2024,Factory-Karachi,M-104,Night,OP-011,Brake Disc,298,302,283,19,6.29,Material Defect,44,112.9,4.71,375187.96,9441.82,95.0
2024-03-09,March,Q1,2024,Factory-Karachi,M-104,Night,OP-015,Engine Part A,125,122,112,10,8.2,Assembly Fault,81,110.9,5.11,77232.5,2532.21,89.6
2023-02-22,February,Q1,2023,Factory-Islamabad,M-102,Morning,OP-006,Engine Part B,183,138,130,8,5.8,Material Defect,20,74.5,2.35,238197.6,5523.42,71.0
2023-10-22,October,Q4,2023,Factory-Lahore,M-102,Night,OP-019,Gear Box,307,256,247,9,3.52,Material Defect,37,79.3,4.93,441143.23,6203.58,80.5
2024-09-06,September,Q3,2024,Factory-Karachi,M-104,Night,OP-006,Gear Box,324,289,277,12,4.15,Dimensional Error,40,73.4,3.91,291087.05,4834.66,85.5
2023-11-16,November,Q4,2023,Factory-Islamabad,M-101,Morning,OP-006,Brake Disc,111,102,99,3,2.94,Dimensional Error,5,63.9,4.28,85876.84,1010.32,89.2
2023-12-27,December,Q4,2023,Factory-Lahore,M-105,Evening,OP-007,Exhaust Pipe,252,226,221,5,2.21,Material Defect,43,69.0,4.24,384096.75,3399.09,87.7
2023-04-17,April,Q2,2023,Factory-Karachi,M-103,Evening,OP-009,Engine Part B,453,386,289,97,25.13,Surface Crack,13,114.9,3.49,445685.74,44799.5,63.8
2024-08-14,August,Q3,2024,Factory-Lahore,M-102,Night,OP-001,Brake Disc,101,97,91,6,6.19,Material Defect,56,119.1,2.46,71012.55,1757.01,90.1
2024-06-03,June,Q2,2024,Factory-Karachi,M-102,Morning,OP-015,Suspension Unit,339,276,249,27,9.78,Material Defect,18,113.2,3.78,535477.46,20953.47,73.5
2023-08-06,August,Q3,2023,Factory-Lahore,M-104,Evening,OP-015,Suspension Unit,101,82,78,4,4.88,Dimensional Error,25,82.7,1.66,116566.61,2274.47,77.2
2023-06-08,June,Q2,2023,Factory-Lahore,M-105,Night,OP-010,Exhaust Pipe,143,138,136,2,1.45,Material Defect,80,107.5,2.84,80104.67,464.37,95.1
2024-11-03,November,Q4,2024,Factory-Karachi,M-103,Morning,OP-012,Transmission Kit,359,287,238,49,17.07,Material Defect,9,82.3,5.67,505919.59,34550.61,66.3
2024-05-08,May,Q2,2024,Factory-Lahore,M-102,Morning,OP-013,Engine Part A,197,195,180,15,7.69,Assembly Fault,16,98.1,5.07,373572.25,11494.53,91.4
2023-08-18,August,Q3,2023,Factory-Karachi,M-104,Night,OP-019,Engine Part B,329,273,256,17,6.23,Material Defect,46,66.3,5.66,538195.0,13405.59,77.8
2023-04-21,April,Q2,2023,Factory-Islamabad,M-105,Night,OP-003,Exhaust Pipe,231,214,204,10,4.67,Assembly Fault,74,62.1,4.83,392286.85,7332.46,88.3
2023-12-25,December,Q4,2023,Factory-Lahore,M-101,Evening,OP-014,Brake Disc,496,501,482,19,3.79,Material Defect,18,67.9,2.5,694243.92,10531.44,97.2
2024-07-23,July,Q3,2024,Factory-Lahore,M-101,Morning,OP-018,Engine Part B,399,383,357,26,6.79,Assembly Fault,30,99.1,4.47,714426.85,19399.58,89.5
2024-01-12,January,Q1,2024,Factory-Lahore,M-105,Evening,OP-009,Fuel Pump,108,81,80,1,1.23,Dimensional Error,38,86.2,4.65,152183.56,751.52,74.1
2023-04-28,April,Q2,2023,Factory-Karachi,M-102,Morning,OP-010,Exhaust Pipe,188,187,169,18,9.63,Material Defect,10,80.5,4.72,302899.77,11662.45,89.9
2023-10-13,October,Q4,2023,Factory-Lahore,M-101,Night,OP-007,Gear Box,330,299,284,15,5.02,Assembly Fault,81,63.5,4.46,585680.21,11752.78,86.1
2024-08-10,August,Q3,2024,Factory-Karachi,M-101,Evening,OP-003,Engine Part A,474,383,360,23,6.01,Assembly Fault,33,84.0,3.6,754246.79,18117.68,75.9
2023-08-20,August,Q3,2023,Factory-Islamabad,M-104,Morning,OP-014,Fuel Pump,451,398,380,18,4.52,Dimensional Error,29,107.8,2.37,603927.64,10925.32,84.3
2024-03-15,March,Q1,2024,Factory-Lahore,M-101,Night,OP-007,Suspension Unit,302,299,291,8,2.68,Material Defect,89,63.6,5.46,336605.61,3602.47,96.4
2024-07-28,July,Q3,2024,Factory-Lahore,M-104,Morning,OP-014,Engine Part A,265,227,216,11,4.85,Material Defect,19,101.1,3.33,208085.13,4033.37,81.5
2024-09-28,September,Q3,2024,Factory-Karachi,M-105,Evening,OP-012,Fuel Pump,352,301,284,17,5.65,Surface Crack,21,75.3,3.44,153082.97,3458.35,80.7
2024-09-20,September,Q3,2024,Factory-Karachi,M-104,Night,OP-017,Suspension Unit,312,309,284,25,8.09,Assembly Fault,57,101.0,3.11,346724.2,11220.85,91.0
2024-11-22,November,Q4,2024,Factory-Lahore,M-103,Evening,OP-006,Engine Part B,231,232,201,31,13.36,Dimensional Error,42,95.3,3.63,219044.92,11707.57,87.0
2024-10-20,October,Q4,2024,Factory-Islamabad,M-102,Morning,OP-014,Transmission Kit,108,97,93,4,4.12,Material Defect,15,109.2,5.4,154742.61,2552.46,86.1
2024-07-24,July,Q3,2024,Factory-Lahore,M-101,Morning,OP-002,Transmission Kit,418,350,325,25,7.14,Dimensional Error,9,115.0,3.81,390886.42,11168.18,77.8
